Reference,debt_id,ultima_atualizacao,pago_banco_plano_liq,divida_bravo,negociador,pago_a_banco_atualizado,diferenca_plano_liq,diferenca_divida_bravo,atualizado_por,instituicao_divida,start_date,status_divida,creditor,product_type,observacao,classificação
BR0017932,1633504,,3920.62,39206.18,giulia.filardi@gobravo.com.br,,,,,Votorantim,2024-08-30,new,,Crédito pessoal,,batch1
BR0017929,1633536,,1227.85,2370.21,,,,,,Caixa,,new,,Crédito pessoal,,batch1
BR0017929,1633537,,4568.24,21323.29,,,,,,Santander,,new,,Crédito pessoal,,batch1
BR0017943,1633843,,3559.82,18066.81,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-08-30,new,,Crédito pessoal,,batch1
BR0017938,1633904,,486.25,1080.56,richard.meireles@gobravo.com.br,,,,,DIGIO,2024-09-06,new,,Crédito pessoal,,solo5
BR0017954,1634963,,550.34,1085.96,myrella.isidoro@gobravo.com.br,,,,,Itaú,2024-09-02,new,,Cartão de crédito,,solo5
BR0017963,1635447,,1568.01,2531.54,matheus.adalberto@gobravo.com.br,,,,,Mercadopago,2024-09-02,new,,Cartão de crédito,,solo5
BR0017965,1635459,,346.18,558.91,matheus.adalberto@gobravo.com.br,,,,,Claro,2024-09-02,new,,Serviços básicos,,solo5
BR0017965,1635465,,2111.54,5251.18,matheus.adalberto@gobravo.com.br,,,,,Marisa,2024-09-02,new,,Crédito pessoal,,solo5
BR0017989,1635866,,4515.21,11228.81,giulia.filardi@gobravo.com.br,,,,,Sicoob,2024-09-02,new,,Crédito pessoal,,solo5
BR0018015,1637093,,183.13,396.61,richard.meireles@gobravo.com.br,,,,,BRB,2024-09-04,new,,Crédito cheque especial,,solo5
BR0018015,1637097,,684.27,4514.66,richard.meireles@gobravo.com.br,,,,,Caixa,2024-09-04,new,,Crédito pessoal,,solo5
BR0017766,1637651,,2993.12,9655.22,richard.meireles@gobravo.com.br,,,,,Omni,2024-09-05,new,,Crédito pessoal,,solo5
BR0017766,1637652,,3090.09,23769.95,richard.meireles@gobravo.com.br,,,,,Sicredi,2024-09-05,new,,Cartão de crédito,,solo5
BR0018020,1637889,,1641.17,2428.86,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-09-04,new,,Crédito pessoal,,solo5
BR0018020,1637891,,1515.88,3423.74,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-09-04,new,,Crédito pessoal,,solo5
BR0018031,1638002,,3993.04,9930.21,richard.meireles@gobravo.com.br,,,,,Nubank,2024-09-06,new,,Crédito pessoal,,solo5
BR0018037,1638063,,1963.96,4170.12,richard.meireles@gobravo.com.br,,,,,Caixa,2024-09-05,new,,Crédito pessoal,,solo5
BR0009849,1638078,,2474.28,6419.28,beatriz.moraes@gobravo.com.br,,,,,Sicredi,2024-09-05,new,,Crédito pessoal,,solo5
BR0009849,1638079,,4463.61,11100.47,felipe.dasilva@gobravo.com.br,,,,felipe.dasilva@gobravo.com.br,NoVerde,2024-09-05,client_settled_outside,Próprio Credor,Crédito pessoal,Marcado pelo END com e-mail felipe.dasilva@gobravo.com.br,solo5
BR0018058,1638698,,2014.11,5617.74,beatriz.moraes@gobravo.com.br,,,,beatriz.moraes@gobravo.com.br,Itaú,2024-09-06,client_settled_outside,Quero Quitar,Cartão de crédito,Marcada por el END con correo beatriz.moraes@gobravo.com.br,solo5
BR0018056,1638777,,1803.99,3203.78,matheus.adalberto@gobravo.com.br,,,,,Nubank,2024-09-05,new,,Crédito pessoal,,solo5
BR0017764,1639104,,2847.54,5177.35,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-09-05,new,,Cartão de crédito,,solo5
BR0017764,1639105,,8200.15,32800.59,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-09-05,new,,Cartão de crédito,,solo5
BR0017764,1639106,,11108,44431.98,felipe.dasilva@gobravo.com.br,,,,,Sicoob,2024-09-05,new,,Cartão de crédito,,solo5
BR0018096,1639965,,620.52,1001.82,beatriz.moraes@gobravo.com.br,,,,,CREDZ,2024-09-06,new,,Cartão de crédito,,solo5
BR0018096,1639970,,1448.38,9004.91,beatriz.moraes@gobravo.com.br,,,,,Sicredi,2024-09-06,new,,Cartão de crédito,,solo5
BR0018110,1640127,,173.33,384.77,felipe.dasilva@gobravo.com.br,,,,,Mercadopago,2024-09-11,new,,Cartão de crédito,,solo5
BR0018110,1640131,,390.33,1155.35,felipe.dasilva@gobravo.com.br,,,,,Banco do Brasil,2024-09-11,new,,Cartão de crédito,,solo5
BR0018110,1640133,,367.93,1509.17,felipe.dasilva@gobravo.com.br,,,,,Banco do Brasil,2024-09-11,new,,Cartão de crédito,,solo5
BR0017968,1640486,,735.89,1337.98,matheus.adalberto@gobravo.com.br,,,,,DMCARD,2024-09-06,new,,Cartão de crédito,,solo5
BR0017968,1640488,,1301.49,2829.33,matheus.adalberto@gobravo.com.br,,,,,Agibank,2024-09-06,new,,Crédito pessoal,,solo5
BR0017968,1640492,,1798.07,17980.7,matheus.adalberto@gobravo.com.br,,,,,Bradesco,2024-09-06,new,,Crédito pessoal,,solo5
BR0017973,1641181,,1209.32,1952.44,beatriz.moraes@gobravo.com.br,,,,,Agil,2024-09-09,new,,Crédito pessoal,,solo5
BR0018160,1641551,,1617.78,6252.96,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-09,new,,Crédito pessoal,,solo5
BR0018164,1641645,,1630.11,4400,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-09-13,new,,Cartão de crédito,,solo5
BR0018163,1642351,,1002.67,3799.51,matheus.adalberto@gobravo.com.br,,,,,Itaú,2024-09-12,new,,Crédito cheque especial,,solo5
BR0018163,1642352,,1640.44,4415.88,matheus.adalberto@gobravo.com.br,,,,,Crefaz,2024-09-12,new,,Crédito pessoal,,solo5
BR0018178,1642358,,3324.18,7035.57,matheus.adalberto@gobravo.com.br,,,,,VIVO,2024-09-10,new,,Crédito pessoal,,solo5
BR0018178,1642359,,2155.98,13404.21,matheus.adalberto@gobravo.com.br,,,,,Banco Losango S.A,2024-09-10,new,,Crédito pessoal,,solo5
BR0018077,1642424,,5905.66,29972.4,beatriz.moraes@gobravo.com.br,,,,,Banco do Brasil,2024-09-10,new,,Cartão de crédito,,solo5
BR0018192,1642652,,689.73,3570.51,myrella.isidoro@gobravo.com.br,,,,,Votorantim,2024-09-20,new,,Crédito pessoal,,solo5
BR0018190,1642919,,5601.93,14824.3,beatriz.moraes@gobravo.com.br,,,,,BTG,2024-09-20,new,,Crédito pessoal,,solo5
BR0018133,1642939,,2322.67,5232.6,myrella.isidoro@gobravo.com.br,,,,,Agil,2024-09-10,new,,Crédito pessoal,,solo5
BR0018203,1642980,,534.38,1719.12,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-09-25,new,,Cartão de crédito,,solo5
BR0018203,1642983,,707.47,4398.46,myrella.isidoro@gobravo.com.br,,,,,Sicredi,2024-09-25,new,,Crédito pessoal,,solo5
BR0018176,1643089,,3702.29,8227.32,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-09-10,new,,Crédito cheque especial,,solo5
BR0018176,1643092,,2442.12,18785.5,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-09-10,new,,Crédito pessoal,,solo5
BR0018186,1643660,,3324.03,8947.91,matheus.adalberto@gobravo.com.br,,,,,Nubank,2024-09-23,new,,Cartão de crédito,,solo5
BR0018186,1643661,,1854.27,11528.41,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-09-23,new,,Cartão de crédito,,solo5
BR0018210,1643792,,253.16,374.67,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-09-20,new,,Crédito pessoal,,solo5
BR0018130,1644377,,1247.72,7757.33,matheus.adalberto@gobravo.com.br,,,,,Banrisul,2024-09-16,new,,Crédito pessoal,,solo5
BR0018205,1645066,,383.24,567.18,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-30,new,,Cartão de crédito,,solo5
BR0018205,1645069,,635.41,1084.63,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-30,new,,Crédito pessoal,,solo5
BR0018205,1645071,,1180.43,2436.32,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-30,new,,Cartão de crédito,,solo5
BR0018286,1645798,,1164.38,3247.68,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Cartão de crédito,,solo5
BR0018286,1645799,,2375.25,11308.75,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Cartão de crédito,,solo5
BR0018286,1645800,,2230.67,13868.53,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Crédito pessoal,,solo5
BR0018266,1645967,,739.42,1427.36,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-09-27,new,,Cartão de crédito,,solo5
BR0018266,1645972,,1714.04,4080.33,beatriz.moraes@gobravo.com.br,,,,,Neon,2024-09-27,new,,Crédito pessoal,,solo5
BR0018266,1645974,,1433.18,8910.38,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-09-27,new,,Cartão de crédito,,solo5
BR0018298,1646032,,549.38,813.05,richard.meireles@gobravo.com.br,,,,,Nubank,2024-09-12,new,,Cartão de crédito,,solo5
BR0018298,1646035,,945.47,1936.63,richard.meireles@gobravo.com.br,,,,,Nubank,2024-09-12,new,,Crédito pessoal,,solo5
BR0018298,1646036,,666.48,2505.14,richard.meireles@gobravo.com.br,,,,,Caixa,2024-09-12,new,,Cartão de crédito,,solo5
BR0018298,1646037,,1027.93,2659.61,richard.meireles@gobravo.com.br,,,,,DMCARD,2024-09-12,new,,Cartão de crédito,,solo5
BR0018297,1646148,,995.61,1607.4,richard.meireles@gobravo.com.br,,,,,SUPERSIM,2024-09-16,new,,Crédito pessoal,,solo5
BR0018297,1646150,,682.95,1994.43,richard.meireles@gobravo.com.br,,,,,Caixa,2024-09-16,new,,Cartão de crédito,,solo5
BR0018297,1646152,,1051.19,2719.8,richard.meireles@gobravo.com.br,,,,,Simplic,2024-09-16,new,,Crédito pessoal,,solo5
BR0018297,1646153,,1131.55,2814.02,richard.meireles@gobravo.com.br,,,,,Agil,2024-09-16,new,,Crédito pessoal,,solo5
BR0018297,1646154,,1326.96,3300,richard.meireles@gobravo.com.br,,,,,Crefaz,2024-09-16,new,,Crédito pessoal,,solo5
BR0018317,1647278,,250.85,484.24,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-09-30,new,,Crédito pessoal,,solo5
BR0018317,1647281,,850.29,3286.52,felipe.dasilva@gobravo.com.br,,,,,Itaú,2024-09-30,new,,Cartão de crédito,,solo5
BR0018317,1647282,,1390.15,3742.12,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-09-30,new,,Cartão de crédito,,solo5
BR0018334,1647489,,501.4,967.89,richard.meireles@gobravo.com.br,,,,,BTG,2024-09-19,new,,Crédito cheque especial,,solo5
BR0018246,1647517,,6625.29,66252.9,myrella.isidoro@gobravo.com.br,,,,,Votorantim,2024-09-16,new,,Crédito pessoal,,solo5
BR0018335,1647578,,11720.54,117205.37,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-09-13,new,,Crédito cheque especial,,solo5
BR0017428,1647908,,603.01,1945.18,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-09-16,new,,Crédito pessoal,,solo5
BR0017428,1647909,,988.97,3296.56,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-09-16,new,,Crédito pessoal,,solo5
BR0017428,1647914,,8408.32,84083.21,beatriz.moraes@gobravo.com.br,,,,,Bradesco,2024-09-16,new,,Crédito pessoal,,solo5
BR0018336,1647917,,3272.54,7272.3,richard.meireles@gobravo.com.br,,,,,Agil,2024-09-25,new,,Crédito pessoal,,solo5
BR0018360,1648760,,1446.68,3071.75,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-09-30,new,,Cartão de crédito,,solo5
BR0018360,1648761,,1137.12,3255.66,beatriz.moraes@gobravo.com.br,,,,,Caixa,2024-09-30,new,,Crédito cheque especial,,solo5
BR0018360,1648762,,1234.4,3322.86,beatriz.moraes@gobravo.com.br,,,,,Nubank,2024-09-30,new,,Cartão de crédito,,solo5
BR0018367,1648839,,1099.66,2393.29,felipe.dasilva@gobravo.com.br,,,,,Itaú,2024-09-16,new,,Crédito pessoal,,solo5
BR0018383,1649609,,863.17,1703.27,myrella.isidoro@gobravo.com.br,,,,,Banco do Brasil,2024-09-23,new,,Cartão de crédito,,solo5
BR0018383,1649610,,879.37,1735.22,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-09-23,new,,Cartão de crédito,,solo5
BR0018383,1649611,,1364.69,2970.11,myrella.isidoro@gobravo.com.br,,,,,Banco do Brasil,2024-09-23,new,,Cartão de crédito,,solo5
BR0018383,1649613,,1668.39,6322.16,myrella.isidoro@gobravo.com.br,,,,,Bradesco,2024-09-23,new,,Cartão de crédito,,solo5
BR0018383,1649615,,1093.51,7073.27,myrella.isidoro@gobravo.com.br,,,,,Banco do Brasil,2024-09-23,new,,Cartão de crédito,,solo5
BR0018383,1649616,,2000.46,12437.3,myrella.isidoro@gobravo.com.br,,,,,Banco do Brasil,2024-09-23,new,,Cartão de crédito,,solo5
BR0018433,1651105,,13651.1,54604.41,giulia.zinngraf@gobravo.com.br,,,,,VIVO,2024-09-18,new,,Crédito pessoal,,solo5
BR0018429,1651311,,241.37,357.22,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-18,new,,Cartão de crédito,,solo5
BR0018429,1651312,,1006.94,1490.22,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-18,new,,Cartão de crédito,,solo5
BR0018429,1651313,,3804.42,7499.39,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-18,new,,Crédito pessoal,,solo5
BR0018435,1651392,,133.08,214.86,felipe.dasilva@gobravo.com.br,,,,,Mercadopago,2024-09-18,new,,Crédito pessoal,,solo5
BR0018435,1651393,,229.17,370,felipe.dasilva@gobravo.com.br,,,,,Mercadopago,2024-09-18,new,,Crédito pessoal,,solo5
BR0018435,1651397,,986.13,6131,felipe.dasilva@gobravo.com.br,,,,,Banco do Brasil,2024-09-18,new,,Cartão de crédito,,solo5
BR0018439,1651735,,1384.31,3861.08,giulia.zinngraf@gobravo.com.br,,,,,Itaú,2024-09-26,new,,Crédito pessoal,,solo5
BR0018149,1652193,,1238.78,2000,,,,,,Mercadopago,,new,,Cartão de crédito,,solo5
BR0018149,1652194,,1093.86,2158.49,,,,,,Itaú,,new,,Crédito cheque especial,,solo5
BR0018149,1652195,,1762.5,2845.55,,,,,,Renner,,new,,Cartão de crédito,,solo5
BR0018149,1652196,,1780.22,2874.16,,,,,,Neon,,new,,Cartão de crédito,,solo5
BR0018149,1652197,,2502.37,3960.83,,,,,,Nubank,,new,,Cartão de crédito,,solo5
BR0018149,1652198,,6696.38,14790.06,,,,,,Carrefour,,new,,Cartão de crédito,,solo5
BR0018331,1652243,,4348.4,9203.31,,,,,,Original,,new,,Crédito pessoal,,solo5
BR0018331,1652244,,3376.43,20991.93,,,,,,Bradesco,,new,,Cartão de crédito,,solo5
BR0018149,1653526,,684.66,1351.03,myrella.isidoro@gobravo.com.br,,,,,Itaú,2024-09-25,new,,Crédito cheque especial,,solo5
BR0018149,1653527,,1028.75,1450,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-25,new,,Cartão de crédito,,solo5
BR0018149,1653529,,1238.78,2000,myrella.isidoro@gobravo.com.br,,,,,Mercadopago,2024-09-25,new,,Cartão de crédito,,solo5
BR0018331,1653722,,944.87,1864.48,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Crédito pessoal,,solo5
BR0018331,1653723,,1652.57,3260.97,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Cartão de crédito,,solo5
BR0018331,1653725,,2518.84,11009.04,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Crédito pessoal,,solo5
BR0018331,1653726,,3658.13,22743.37,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Cartão de crédito,,solo5
BR0018499,1654826,,1287.14,2860.32,felipe.dasilva@gobravo.com.br,,,,,Santander,2024-09-27,new,,Crédito pessoal,,solo5
BR0018499,1654827,,2229.71,4054.02,felipe.dasilva@gobravo.com.br,,,,,Nubank,2024-09-27,new,,Crédito pessoal,,solo5
BR0018499,1654828,,1283.4,4140.01,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-09-27,new,,Crédito cheque especial,,solo5
BR0018499,1654829,,2302.52,12118.54,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-09-27,new,,Crédito pessoal,,solo5
BR0018476,1654832,,842.74,2407.83,myrella.isidoro@gobravo.com.br,,,,,Santander,2024-09-27,new,,Crédito cheque especial,,solo5
BR0018476,1654833,,1423.69,2847.38,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-27,new,,Crédito pessoal,,solo5
BR0018476,1654836,,2480.73,7517.35,myrella.isidoro@gobravo.com.br,,,,,Caixa,2024-09-27,new,,Crédito pessoal,,solo5
BR0018476,1654837,,2223.61,11118.06,myrella.isidoro@gobravo.com.br,,,,,Itaú,2024-09-27,new,,Crédito cheque especial,,solo5
BR0018542,1655424,,782.99,1511.46,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-09-30,new,,Crédito pessoal,,solo5
BR0018542,1655426,,1809.47,4694.48,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-09-30,new,,Cartão de crédito,,solo5
BR0018542,1655427,,1615.89,5457.4,richard.meireles@gobravo.com.br,,,,,Caixa,2024-09-30,new,,Cartão de crédito,,solo5
BR0018542,1655428,,1559.11,10084.92,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-09-30,new,,Cartão de crédito,,solo5
BR0018542,1655429,,1761.21,10949.81,richard.meireles@gobravo.com.br,,,,,Banrisul,2024-09-30,new,,Crédito pessoal,,solo5
BR0018498,1655532,,1765.83,3014.24,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-26,new,,Cartão de crédito,,solo5
BR0018498,1655533,,4978.65,12381.32,myrella.isidoro@gobravo.com.br,,,,,Nubank,2024-09-26,new,,Crédito pessoal,,solo5
BR0018528,1655747,,3209.29,19952.81,matheus.adalberto@gobravo.com.br,,,,,Bradesco,2024-09-23,new,,Cartão de crédito,,solo5
BR0018566,1656813,,1178.51,1902.7,matheus.adalberto@gobravo.com.br,,,,,Pefisa,2024-09-30,new,,Cartão de crédito,,solo5
BR0018575,1657125,,16172.57,161725.69,giulia.zinngraf@gobravo.com.br,,,,,Caixa,2024-09-24,new,,Cartão de crédito,,solo5
BR0018582,1657183,,3723.32,8901.45,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Crédito pessoal,,solo5
BR0018582,1657184,,4753.52,29553.65,felipe.dasilva@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Crédito pessoal,,solo5
BR0018594,1658338,,1721.42,2779.21,giulia.zinngraf@gobravo.com.br,,,,,Mercadopago,2024-09-25,new,,Cartão de crédito,,solo5
BR0018594,1658339,,1037.9,3473.86,giulia.zinngraf@gobravo.com.br,,,,,Bradescard,2024-09-25,new,,Cartão de crédito,,solo5
BR0017041,1658887,,2351.5,23515,giulia.zinngraf@gobravo.com.br,,,,,Banco do Brasil,2024-08-26,new,,,,batch1
BR0018634,1659698,,3661.47,36614.65,richard.meireles@gobravo.com.br,,,,,Bradesco,2024-09-30,new,,Cartão de crédito,,solo5
BR0017280,1659715,,1802.97,3278.12,richard.meireles@gobravo.com.br,,,,,Original,2024-09-26,new,,Cartão de crédito,,solo5
BR0018610,1660239,,1997.56,3225.04,matheus.adalberto@gobravo.com.br,,,,,Mercadopago,2024-09-26,new,,Cartão de crédito,,solo5
BR0018610,1660240,,1790.8,3329.92,matheus.adalberto@gobravo.com.br,,,,,Original,2024-09-26,new,,Crédito pessoal,,solo5
BR0018610,1660242,,2053.49,4888.45,matheus.adalberto@gobravo.com.br,,,,,WILL,2024-09-26,new,,Cartão de crédito,,solo5
BR0018620,1661141,,325.85,724.11,giulia.zinngraf@gobravo.com.br,,,,,Banco do Brasil,2024-09-27,new,,Crédito cheque especial,,solo5
BR0018620,1661142,,1075.84,2390.76,giulia.zinngraf@gobravo.com.br,,,,,Banco do Brasil,2024-09-27,new,,Cartão de crédito,,solo5
BR0018620,1661144,,1917.64,5478.97,giulia.zinngraf@gobravo.com.br,,,,,Banco do Brasil,2024-09-27,new,,Cartão de crédito,,solo5
BR0018620,1661145,,2345.18,9380.73,giulia.zinngraf@gobravo.com.br,,,,,Santander,2024-09-27,new,,Cartão de crédito,,solo5
BR0018620,1661146,,2147.49,14316.62,giulia.zinngraf@gobravo.com.br,,,,,Banco do Brasil,2024-09-27,new,,Cartão de crédito,,solo5
BR0018620,1661147,,4921.77,49217.65,giulia.zinngraf@gobravo.com.br,,,,,Banco do Brasil,2024-09-27,new,,Crédito pessoal,,solo5
BR0017642,1661181,,1417.95,2798,matheus.adalberto@gobravo.com.br,,,,,VIACERTA,2024-08-29,new,,,,gap5
BR0017642,1661184,,11011.77,27385,matheus.adalberto@gobravo.com.br,,,,,VIACERTA,2024-08-29,new,,,,gap5
BR0018618,1661331,,848.21,1637.36,,,,,,Votorantim,,new,,Cartão de crédito,,solo5
BR0018618,1661332,,1467.5,2171.82,,,,,,Nubank,,new,,Cartão de crédito,,solo5
BR0018618,1661333,,1916.15,3929.76,,,,,,Carrefour,,new,,Cartão de crédito,,solo5
BR0018618,1661334,,2420.53,5762.16,,,,,,NoVerde,,new,,Crédito pessoal,,solo5
BR0018618,1661335,,6670.74,16589.36,,,,,,Nubank,,new,,Crédito pessoal,,solo5
BR0018659,1661544,,2344.16,6065.18,richard.meireles@gobravo.com.br,,,,,Renner,2024-09-27,new,,Cartão de crédito,,solo5
BR0018659,1661545,,1211.03,7529.25,richard.meireles@gobravo.com.br,,,,,Itaú,2024-09-27,new,,Cartão de crédito,,solo5
BR0018646,1662350,,641.01,1393.49,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-09-30,new,,Crédito pessoal,,solo5
BR0018658,1663136,,5715.77,19690.19,richard.meireles@gobravo.com.br,,,,,Caixa,2024-09-30,new,,Cartão de crédito,,solo5
BR0018682,1663373,,2565.57,8253.57,matheus.adalberto@gobravo.com.br,,,,,Itaú,2024-09-30,new,,Crédito cheque especial,,solo5
BR0016177,1663477,,5388.98,34858.06,felipe.dasilva@gobravo.com.br,,,,,Sicredi,2024-09-30,new,,Crédito pessoal,,solo5
BR0017371,1683037,,8426.7,31210,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-09-01,new,,,,solo5
BR0017835,1685340,,1276.17,3112,richard.meireles@gobravo.com.br,,,,,Caixa,2024-08-30,new,,,,batch1
BR0017850,1691358,,208.8,464,richard.meireles@gobravo.com.br,,,,,Agil,2024-09-09,new,,,,solo5
BR0017850,1691359,,274.5,610,richard.meireles@gobravo.com.br,,,,,Agil,2024-09-09,new,,,,solo5
BR0017850,1691360,,473.4,1052,richard.meireles@gobravo.com.br,,,,,Agil,2024-09-09,new,,,,solo5
BR0017850,1691366,,715.87,4211,richard.meireles@gobravo.com.br,,,,,Bradesco,2024-09-09,new,,,,solo5
BR0017850,1691367,,1646.5,6586,richard.meireles@gobravo.com.br,,,,,Nubank,2024-09-09,new,,,,solo5
BR0017850,1691368,,1847,7388,richard.meireles@gobravo.com.br,,,,,VIVO,2024-09-09,new,,,,solo5
BR0018056,1695998,,1450.47,5561,matheus.adalberto@gobravo.com.br,,,,,Caixa,2024-09-05,new,,,,solo5
BR0017371,1727270,,6237.35,17821,felipe.dasilva@gobravo.com.br,,,,,Caixa,2024-09-01,new,,,,solo5
BR0017850,1738669,,629.55,1399,richard.meireles@gobravo.com.br,,,,,Banco do Brasil,2024-09-09,new,,,,solo5
BR0017850,1738670,,724.54,4262,richard.meireles@gobravo.com.br,,,,,Bradescard,2024-09-09,new,,,,solo5
BR0017949,1742770,,2159.49,5266,felipe.dasilva@gobravo.com.br,,,,,Sicredi,2024-08-30,new,,,,batch1
BR0011229,1796797,,11205.58,23793,giulia.filardi@gobravo.com.br,,,,,Caixa,2024-02-01,new,,,,batch1
BR0017636,1622741,2025-10-02,1495.87,4812.3,,642,-57.08%,-0.8665918584,massive@resuelvetudeuda.com,Santander,2024-09-06,paid_portfolio_payment,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,solo5
BR0016662,1642764,2025-10-02,248.68,490.72,jessica.sanches@gobravo.com.br,152,-38.88%,-0.6902510597,massive@resuelvetudeuda.com,Santander,2024-09-12,liquidation_portfolio_payment,Quero Quitar,Cartão de crédito,Portifólio - Atualização via Bot,solo5
BR0018241,1644159,2025-10-02,2822.84,9409.47,,7281,157.93%,-0.2262050891,massive@resuelvetudeuda.com,Santander,2024-09-11,paid_portfolio_payment,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,solo5
BR0018241,1644161,2025-10-02,3478.38,34783.8,,26916,673.81%,-0.2261915029,massive@resuelvetudeuda.com,Santander,2024-09-11,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Portifólio - Atualização via Bot,solo5
BR0005648,1280885,2025-10-02,1154.87,7180.1,richard.meireles@gobravo.com.br,669,-42.07%,-0.9068258102,massive@resuelvetudeuda.com,Santander,2023-08-08,negotiation,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,batch1
BR0016424,1572212,2025-10-02,729.46,4290.97,,894,22.56%,-0.7916554998,massive@resuelvetudeuda.com,Santander,2024-07-18,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Portifólio - Atualização via Bot,batch1
BR0018205,1645064,2025-10-02,208.23,410.9,myrella.isidoro@gobravo.com.br,106,-49.09%,-0.7420296909,massive@resuelvetudeuda.com,Santander,2024-09-30,liquidation_portfolio_payment,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,solo5
BR0017850,1691361,2025-10-02,556.15,1589,,1315,136.45%,-0.172435494,massive@resuelvetudeuda.com,Santander,2024-09-09,paid_portfolio_payment,Próprio Credor,,Portifólio - Atualização via Bot,solo5
BR0016424,1572218,2025-10-02,955.84,9558.36,,1991,108.30%,-0.7917006683,massive@resuelvetudeuda.com,Santander,2024-07-18,paid_portfolio_payment,Próprio Credor,Crédito pessoal,Portifólio - Atualização via Bot,batch1
BR0017850,1691362,2025-10-02,595,1700,,1407,136.47%,-0.1723529412,massive@resuelvetudeuda.com,Santander,2024-09-09,paid_portfolio_payment,Próprio Credor,,Portifólio - Atualização via Bot,solo5
BR0017636,1622740,2025-10-02,634.76,1252.55,,167,-73.69%,-0.8666719891,massive@resuelvetudeuda.com,Santander,2024-09-06,paid_portfolio_payment,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,solo5
BR0017819,1629115,2025-10-02,690.78,2178.7,felipe.dasilva@gobravo.com.br,560,-18.93%,-0.7429659889,massive@resuelvetudeuda.com,Santander,2024-08-30,negotiation,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,batch1
BR0017445,1613499,2025-10-02,195.06,384.9,beatriz.moraes@gobravo.com.br,123,-36.94%,-0.680436477,massive@resuelvetudeuda.com,Santander,2024-08-12,negotiation,Próprio Credor,Cartão de crédito,Portifólio - Atualização via Bot,batch1
BR0017849,1636720,2025-10-02,4664.06,35877.38,,22132,374.52%,-0.383121064,massive@resuelvetudeuda.com,Santander,2024-09-10,paid_portfolio_payment,Quero Quitar,Crédito pessoal,Portifólio - Atualização via Bot,solo5
